,Unnamed: 0,Reference Key,Sentence,Translated Sentence,Score_shubham,score_saurabh,Difference,Average,Reference,F1_lexi,F1_syno,F1_root,COMET
107,107,S108,"The employment needle, according to the CMIE, hasn't moved in the past year.","सीएमआईई के अनुसार, रोजगार की सुई पिछले एक साल में नहीं बदली है।",2,4,-2,3.0,"सीएमआईई के अनुसार, रोजगार सुई पिछले वर्ष में स्थानांतरित हो गई है।",0.64,0.6666666666666665,0.6666666666666666,0.8303396105766296
108,108,S109,Khalid Mohammed was interviewing me and I made a technical point.,खालिद मोहम्मद मेरा इंटरव्यू ले रहे थे और मैंने एक तकनीकी बात कही।,2,4,-2,3.0,खालिद मोहम्मद मेरा साक्षात्कार कर रहे थे और मैंने एक तकनीकी बिंदु बनाया।,0.6923076923076923,0.5,2.0,0.6722518801689148
109,109,S110,"Goudreau has said he was hired by Juan Guaido, who the US considers Venezuela's rightful leader.","गौड्रेउ ने कहा है कि उन्हें जुआन गुएडो ने काम पर रखा था, जिन्हें अमेरिका वेनेजुएला का सही नेता मानता है।",2,4,-2,3.0,"गौड्रयू ने कहा है कि वह जुआन गुइदो द्वारा किराए पर लिया गया है, जो वेनेजुएला को सही नेता मानते हैं।",0.4761904761904762,0.6363636363636364,0.5,0.6881368160247803
110,110,S111,The left-handed batsman said during an Instagram live session with former Zimbabwe pacer Pommie Mbangwa.,बाएं हाथ के बल्लेबाज ने जिम्बाब्वे के पूर्व तेज गेंदबाज पम्मी मबांगवा के साथ एक इंस्टाग्राम लाइव सत्र के दौरान कहा।,4,4,0,4.0,बाएं हाथ के बल्लेबाज ने जिम्बाब्वे के पूर्व तेज गेंदबाज पोमी मबांगवा के साथ इंस्टाग्राम लाइव सत्र के दौरान कहा।,0.9268292682926828,0.0,0.0,1.1153925657272339
111,111,S112,Teenage sensation Gabriel Martinelli has signed a new long-term contract with Arsenal.,किशोर सनसनी गेब्रियल मार्टिनेली ने आर्सेनल के साथ एक नए दीर्घकालिक अनुबंध पर हस्ताक्षर किए हैं।,3,4,-1,3.5,गैब्रियल मार्टिनेली ने आर्सेनल के साथ एक नए दीर्घकालिक अनुबंध पर हस्ताक्षर किए हैं।,0.8666666666666666,0.5,0.0,0.6125234961509705
112,112,S113,Director Abhishek Verman's celluloid dream which released on April 17 has collected ₹ 21.60 cr.,17 अप्रैल को रिलीज हुई डायरेक्टर अभिषेक वर्मन की सेल्युलाइड ड्रीम ने 21.60 करोड़ रुपये का कलेक्शन किया है।,4,4,0,4.0,निर्देशक अभिषेक वर्मन एस सेल्युलाइड ड्रीम ने 17 अप्रैल को 21.60 करोड़ रुपये एकत्र किए।,0.5999999999999999,0.3333333333333333,0.25,0.9490647912025452
113,113,S114,The cop is slapped with fine of Rs 5000 for his Bollywood-inspired stunt.,बॉलीवुड से प्रेरित स्टंट के लिए पुलिस वाले पर 5000 रुपये का जुर्माना लगाया गया है।,4,4,0,4.0,बॉलीवुड से प्रेरित स्टंट के लिए पुलिस पर 5000 रुपये का जुर्माना लगाया गया है।,0.9655172413793104,0.0,0.0,1.2682921886444092
114,114,S115,Pakistani authorities took Karima Baloch's body along with her family from Karachi airport to an unknown location.,पाकिस्तानी अधिकारी करीमा बलोच के शव को उसके परिवार के साथ कराची हवाई अड्डे से अज्ञात स्थान पर ले गए।,3,4,-1,3.5,पाकिस्तानी अधिकारियों ने कराची हवाईअड्डे से अपने परिवार के साथ कराची के शव को एक अज्ञात स्थान पर ले जाया।,0.65,0.42857142857142855,1.5,1.0330429077148438
115,115,S116,BMC has filed an FIR against a Bollywood actor for non-compliance with COVID19 guidelines on testing positive.,बीएमसी ने सकारात्मक परीक्षण पर COVID19 दिशानिर्देशों का पालन न करने के लिए एक बॉलीवुड अभिनेता के खिलाफ प्राथमिकी दर्ज की है।,4,3,1,3.5,बीएमसी ने एक बॉलीवुड अभिनेता के खिलाफ कोविड-19 दिशानिर्देशों का पालन नहीं करने के लिए एक प्राथमिकी दर्ज की है।,0.8095238095238095,0.5,0.0,0.85750412940979
116,116,S117,Canada is home to one of the largest Sikh populations in the world.,कनाडा दुनिया की सबसे बड़ी सिख आबादी का घर है।,4,3,1,3.5,कनाडा दुनिया की सबसे बड़ी सिख आबादी में से एक है।,0.7619047619047621,0.8,0.0,1.294324278831482
117,117,S118,The juvenile was released in 2015 after spending three years in a correctional home.From IANS inputs.,किशोर को सुधार गृह में तीन साल बिताने के बाद 2015 में रिहा किया गया था। आईएएनएस इनपुट से।,4,3,1,3.5,किशोर को 2015 में एक सुधारात्मक घर में तीन साल बिताने के बाद रिहा किया गया था।,0.7647058823529411,0.5,0.5,0.7140483260154724
118,118,S119,Kohli touched the landmark figure during the Indian Premier League (IPL) clash against Delhi Capitals here on Monday.,कोहली ने सोमवार को यहां दिल्ली कैपिटल्स के खिलाफ इंडियन प्रीमियर लीग (आईपीएल) के मुकाबले के दौरान ऐतिहासिक आंकड़े को छुआ।,4,4,0,4.0,कोहली ने सोमवार को दिल्ली कैपिटल्स के खिलाफ इंडियन प्रीमियर लीग (आईपीएल) के मैच में शानदार प्रदर्शन किया।,0.6666666666666666,0.6153846153846154,1.2,0.9719110131263733
119,119,S120,Bakshi was admitted to Arogya Nidhi hospital in suburban Juhu on Friday morning after he complained of breathlessness.,सांस फूलने की शिकायत के बाद बख्शी को शुक्रवार सुबह उपनगर जुहू के आरोग्य निधि अस्पताल में भर्ती कराया गया था।,4,4,0,4.0,बक्शी को सांस लेने में तकलीफ की शिकायत के बाद शुक्रवार सुबह उपनगरीय जुहू के आरोग्य निधि अस्पताल में भर्ती कराया गया।,0.7906976744186046,0.4444444444444445,0.4,1.1056183576583862
120,120,S121,The ceremony began at 10:45 am with lowkey due to the ongoing pandemic.,चल रही महामारी के कारण समारोह सुबह 10:45 बजे लोकी के साथ शुरू हुआ।,4,4,0,4.0,यह समारोह जारी महामारी के कारण सुबह 10:45 बजे लोकी के साथ शुरू हुआ।,0.8461538461538461,0.0,0.0,1.1883256435394287
121,121,S122,The government is not providing steroids to those in home isolation.,होम आइसोलेशन में रहने वालों को सरकार स्टेरॉयड नहीं दे रही है।,4,4,0,4.0,सरकार होम आइसोलेशन में रहने वालों को स्टेरॉयड नहीं दे रही है।,1.0,0.0,0.0,1.3172178268432617
122,122,S123,"Actor Nushrat Bharucha will play the lead in Chhori, a Hindi remake of the 2017 Marathi horror film Lapachhapi.",अभिनेता नुसरत भरूचा 2017 की मराठी हॉरर फिल्म लपाछापी की हिंदी रीमेक छोरी में मुख्य भूमिका निभाएंगी।,4,4,0,4.0,अभिनेता नुसरत भरूचा 2017 की मराठी हॉरर फिल्म ' लापछपी ' के हिंदी रीमेक ' छोरी ' में मुख्य भूमिका निभाएंगी।,0.875,0.5,0.0,1.1864233016967773
123,123,S124,The share of engineering products and machinery in total merchandise exports was 23.49% during this period.,इस अवधि के दौरान कुल व्यापारिक निर्यात में इंजीनियरिंग उत्पादों और मशीनरी की हिस्सेदारी 23.49% थी।,4,4,0,4.0,इस अवधि के दौरान कुल वाणिज्यिक निर्यात में इंजीनियरिंग उत्पादों और मशीनरी की हिस्सेदारी 23.49 प्रतिशत थी।,0.9032258064516128,0.6666666666666666,0.0,1.290726900100708
124,124,S125,GOP leaders were conducting a whip count on Tuesday to gauge support.,समर्थन हासिल करने के लिए जीओपी नेता मंगलवार को व्हिप काउंट कर रहे थे।,3,4,-1,3.5,जीओपी नेता समर्थन जुटाने के लिए मंगलवार को व्हिप गिनती कर रहे थे।,0.8148148148148148,0.4,0.6666666666666666,1.1049379110336304
125,125,S126,The BCCI and the IPL GC have unanimously decided to postpone the 2021 season till further notice.,BCCI और IPL GC ने सर्वसम्मति से 2021 सीज़न को अगली सूचना तक स्थगित करने का निर्णय लिया है।,4,4,0,4.0,बीसीसीआई और आईपीएल जीसी ने सर्वसम्मति से अगले नोटिस तक 2021 सत्र को स्थगित करने का फैसला किया है।,0.5555555555555556,0.75,2.0,1.0692355632781982
126,126,S127,"According to the government, 70 ventilators had technical faults, out of which 60 were used after fixing their problems.","सरकार के मुताबिक, 70 वेंटिलेटर में तकनीकी खराबी थी, जिसमें से 60 का इस्तेमाल उनकी समस्याओं को ठीक करने के बाद किया गया.",4,4,0,4.0,"सरकार के अनुसार, 70 वेंटिलेटर में तकनीकी खामियां थीं, जिनमें से 60 का उपयोग उनकी समस्याओं को ठीक करने के बाद किया गया था।",0.7441860465116279,0.3636363636363636,0.5714285714285715,1.2151868343353271
127,127,S128,The BCCI (Board of Control for Cricket in India) had asked us to look into the matter.,बीसीसीआई (भारतीय क्रिकेट कंट्रोल बोर्ड) ने हमें इस मामले को देखने के लिए कहा था।,4,4,0,4.0,बीसीसीआई (भारतीय क्रिकेट कंट्रोल बोर्ड) ने हमें इस मामले को देखने के लिए कहा था।,1.0,0.0,0.0,1.3183605670928955
128,128,S129,"Alia feels overwhelmed to be directed by two renowned directors Bhansali and Rajamouli in ""Inshallah"" and ""RRR"" respectively.","आलिया दो प्रसिद्ध निर्देशकों भंसाली और राजामौली द्वारा क्रमशः ""इंशाअल्लाह"" और ""आरआरआर"" में निर्देशित होने से अभिभूत हैं।",4,3,1,3.5,`` दो प्रसिद्ध निर्देशकों भंसाली और राजामली द्वारा निर्देशित `` इंशाल्लाह ओउली और `` आरआरआरआर `` में अभिभूत महसूस कर रहा है। ``,0.5555555555555556,0.375,0.20000000000000004,0.6983632445335388
129,129,S130,"Winning or losing does not matter, we have the mindset to get into the semifinals.","जीत या हार मायने नहीं रखती, हमारे पास सेमीफाइनल में पहुंचने की मानसिकता है।",4,4,0,4.0,"जीतने या हारने से कोई फर्क नहीं पड़ता, हमारी मानसिकता सेमीफाइनल में पहुंचने की है।",0.5517241379310344,0.6153846153846153,1.6,1.1784214973449707
130,130,S131,We want to get more people to watch the game and more people to even join the game.,हम चाहते हैं कि अधिक से अधिक लोग खेल देखें और अधिक से अधिक लोग खेल से जुड़ें।,4,4,0,4.0,हम अधिक से अधिक लोगों को खेल देखने के लिए और अधिक लोगों को खेल में शामिल होने के लिए चाहते हैं।,0.5,0.6,1.5,0.8526349067687988
131,131,S132,Actor Neha Dhupia has shared posts about accepting one's own body and ignoring any kind of body-shaming.,एक्ट्रेस नेहा धूपिया ने खुद के शरीर को स्वीकार करने और किसी भी तरह के बॉडी शेमिंग को नजरअंदाज करने के बारे में पोस्ट शेयर किए हैं।,4,4,0,4.0,अभिनेत्री नेहा धूप ने अपने खुद के शरीर को स्वीकार करने और बॉडी शेमिंग के किसी भी हिस्से को नजरअंदाज करने के बारे में पोस्ट किया है।,0.7777777777777778,0.6666666666666666,0.5,1.1443710327148438
132,132,S133,Kapil Dev is stable now and he is expected to get discharged in a couple of days,कपिल देव अब स्थिर हैं और उनके कुछ दिनों में छुट्टी मिलने की उम्मीद है,3,4,-1,3.5,कपिल देव अब स्थिर हैं और उन्हें कुछ दिनों में छुट्टी मिलने की उम्मीद है,0.9333333333333332,1.0,0.0,1.2943382263183594
133,133,S134,Winning the Premier League title is the ultimate fulfilment of our ambitions.,प्रीमियर लीग का खिताब जीतना हमारी महत्वाकांक्षाओं की अंतिम पूर्ति है।,4,3,1,3.5,प्रीमियर लीग का खिताब जीतना हमारी महत्वाकांक्षाओं की अंतिम पूर्ति है।,1.0,0.0,0.0,1.3169729709625244
134,134,S135,Kartik took to social media to thanks his fans for showering love on his film.,कार्तिक ने अपनी फिल्म पर प्यार बरसाने के लिए अपने प्रशंसकों को धन्यवाद देने के लिए सोशल मीडिया का सहारा लिया।,4,4,0,4.0,कार्तिक ने सोशल मीडिया पर अपने फैंस का शुक्रिया अदा किया है।,0.4242424242424242,0.3157894736842105,0.923076923076923,0.16448324918746948
135,135,S136,Many cricket experts started decoding why Virat is looking so rusty on the field.,कई क्रिकेट विशेषज्ञों ने यह डिकोड करना शुरू कर दिया कि विराट मैदान पर इतने जंग खाए हुए क्यों दिख रहे हैं।,0,2,-2,1.0,कई क्रिकेट विशेषज्ञों ने इस बात का खुलासा करना शुरू कर दिया कि विराट मैदान पर इतनी जल्दबाजी में क्यों दिख रहे हैं।,0.7111111111111109,0.4615384615384615,0.5714285714285715,0.5369790196418762
136,136,S137,President Lyndon Johnson liked to read his brief in the afternoon.,राष्ट्रपति लिंडन जॉनसन ने दोपहर में अपना संक्षिप्त विवरण पढ़ना पसंद किया।,4,4,0,4.0,राष्ट्रपति लिंडन जॉनसन ने दोपहर में अपनी जानकारी पढ़ी।,0.5714285714285715,0.6666666666666666,0.0,0.9019777774810791
137,137,S138,Sushant was an introvert but he was really intelligent and talented beyond words.,सुशांत एक अंतर्मुखी थे लेकिन वह वास्तव में बुद्धिमान और शब्दों से परे प्रतिभाशाली थे।,4,4,0,4.0,सुशांत एक आत्मनिरीक्षण थे लेकिन वह वास्तव में बुद्धिमान और शब्दों से परे प्रतिभाशाली थे।,0.9333333333333332,0.0,0.0,0.9827864766120911
138,138,S139,"Actor Raveena Tandon reacted: ""Visuals of the elderly sadhu being beaten flashing on tv, very very disturbing.","अभिनेत्री रवीना टंडन ने प्रतिक्रिया व्यक्त की: ""बुजुर्ग साधु की पिटाई के दृश्य टीवी पर चमक रहे हैं, बहुत परेशान करने वाले हैं।",2,2,0,2.0,"अभिनेत्री रवीना टंडन ने प्रतिक्रिया देते हुए कहा, ‘ बुजुर्ग साधु को टीवी पर पीटा जा रहा है।",0.4390243902439025,0.43478260869565216,1.8461538461538465,0.8146700263023376
139,139,S140,100% of the amount recommended by the Commission to these 14 States has been released by the central government.,इन 14 राज्यों को आयोग द्वारा अनुशंसित राशि का 100% केंद्र सरकार द्वारा जारी किया गया है।,4,4,0,4.0,इन 14 राज्यों को आयोग द्वारा सुझाई गई 100 प्रतिशत राशि केंद्र सरकार द्वारा जारी की गई है।,0.7096774193548386,0.0,0.0,1.0137619972229004
140,140,S141,"Sabatini said the sport must address other priorities before restarting its packed international calendar, possibly in 2021.",सबातिनी ने कहा कि खेल को संभवतः 2021 में अपने पैक किए गए अंतरराष्ट्रीय कैलेंडर को फिर से शुरू करने से पहले अन्य प्राथमिकताओं को संबोधित करना चाहिए।,4,2,2,3.0,सबातिनी ने कहा कि 2021 में पैक किए गए अंतरराष्ट्रीय कैलेंडर को फिर से शुरू करने से पहले खेल को अन्य प्राथमिकताओं को पूरा करना होगा।,0.8846153846153846,0.6666666666666666,0.0,1.0643861293792725
141,141,S142,American President Donald Trump lauded the Bollywood gay rom-com Shubh Mangal Zyada Saavdhan on Friday.,अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्प ने शुक्रवार को बॉलीवुड समलैंगिक रोम-कॉम शुभ मंगल ज्यादा सावधान की सराहना की।,4,4,0,4.0,अमेरिकी राष्ट्रपति डोनाल्ड ट्रंप ने बॉलीवुड समलैंगिक रोम-कॉम शुबह मंगल जाइदा सावन की सराहना की है।,0.6666666666666667,0.1818181818181818,0.22222222222222224,0.6763076186180115
142,142,S143,The film was to release last year but the makers have changed the release date twice.,यह फिल्म पिछले साल रिलीज होनी थी लेकिन मेकर्स ने दो बार रिलीज डेट बदली है।,4,4,0,4.0,"फिल्म को पिछले साल रिलीज किया जाना था, लेकिन निर्माताओं ने रिलीज की तारीख दो बार बदल दी है।",0.5714285714285714,0.4,0.8888888888888888,1.1830368041992188
143,143,S144,"A Microsoft spokesperson said in a statement that like all companies, they evaluate business on a regular basis.",माइक्रोसॉफ्ट के प्रवक्ता ने एक बयान में कहा कि सभी कंपनियों की तरह वे भी नियमित आधार पर कारोबार का मूल्यांकन करती हैं।,4,4,0,4.0,माइक्रोसॉफ्ट के प्रवक्ता ने एक बयान में कहा कि सभी कंपनियों की तरह वे नियमित आधार पर कारोबार का मूल्यांकन करते हैं।,0.9333333333333332,0.0,0.6666666666666666,1.2558249235153198
144,144,S145,A Jasprit Bumrah yorker had crushed Vijay Shankar's toe during training on Wednesday.,जसप्रीत बुमराह की यॉर्कर ने बुधवार को ट्रेनिंग के दौरान विजय शंकर का पैर का अंगूठा कुचल दिया था।,4,4,0,4.0,जसप्रीत बुमराह ने बुधवार को अभ्यास के दौरान विजय शंकर को कुचल दिया था।,0.7272727272727273,0.22222222222222224,0.0,0.6260005831718445
145,145,S146,The prime minister announced Rs 100 lakh crore investment in infrastructure in next five years.,प्रधान मंत्री ने अगले पांच वर्षों में बुनियादी ढांचे में 100 लाख करोड़ रुपये के निवेश की घोषणा की।,3,4,-1,3.5,प्रधानमंत्री ने अगले पांच वर्षों में बुनियादी ढांचे में 100 लाख करोड़ रुपये के निवेश की घोषणा की।,0.9142857142857144,0.6666666666666666,0.0,1.3081767559051514
146,146,S147,Kaul was the most expensive bowler as he conceded 64 runs from his four overs taking two wickets.,कौल सबसे महंगे गेंदबाज थे क्योंकि उन्होंने अपने चार ओवरों में दो विकेट लेकर 64 रन दिए।,4,4,0,4.0,कौल ने 64 रन देकर दो विकेट लिए।,0.3478260869565217,0.4,0.0,0.5383458733558655
147,147,S148,"On Monday, Aayush posted a video that shows him tickling Ayat.",सोमवार को आयुष ने एक वीडियो पोस्ट किया जिसमें वह आयत को गुदगुदाते हुए दिख रहे हैं।,4,3,1,3.5,"सोमवार को, आयुष ने एक वीडियो पोस्ट किया जिसमें वह ‘ टिक ’ करते हुए दिखाई दे रहे हैं।",0.7428571428571428,0.22222222222222224,0.0,0.46298933029174805
148,148,S149,The right-hander scored 71 against India in a World Cup warm-up match.,दाएं हाथ के बल्लेबाज ने विश्व कप अभ्यास मैच में भारत के खिलाफ 71 रन बनाए।,4,4,0,4.0,दाएं हाथ के बल्लेबाज ने विश्व कप वार्म अप मैच में भारत के खिलाफ 71 रन बनाए।,0.9032258064516128,0.0,0.0,1.1236765384674072
149,149,S150,"Yellow shirts are a symbol of devotion to the monarchy, and are strongly associated with conservative politics.","पीली शर्ट राजशाही के प्रति समर्पण का प्रतीक है, और दृढ़ता से रूढ़िवादी राजनीति से जुड़ी हुई है।",4,4,0,4.0,"पीली शर्ट राजशाही के प्रति समर्पण का प्रतीक है, और रूढ़िवादी राजनीति से दृढ़ता से जुड़े हैं।",0.8571428571428571,0.8,0.0,1.2611404657363892
150,150,S151,India won the match by 8 runs to level the five-match series 2-2 with one match remaining.,भारत ने यह मैच 8 रन से जीतकर पांच मैचों की श्रृंखला 2-2 से बराबर कर ली और एक मैच शेष रह गया।,4,3,1,3.5,भारत ने पांच मैचों की सीरीज में 2-2 की बराबरी कर ली।,0.4375,0.3333333333333333,0.5,0.703873336315155
151,151,S152,"Baiju Bawra starred Bharat Bhushan as Baiju, with Meena Kumari playing his love interest Gauri.","बैजू बावरा ने भारत भूषण ने बैजू के रूप में अभिनय किया, जिसमें मीना कुमारी ने उनकी प्रेम रुचि गौरी की भूमिका निभाई।",4,2,2,3.0," बैजू बावरा ' में भारत भूषण ने बैजू का किरदार निभाया था, जिसमें मीना कुमारी ने अपनी लव इंटरेस्ट गौरी का किरदार निभाया था।",0.5217391304347826,0.5454545454545454,3.2000000000000006,0.5570233464241028
152,152,S153,The film also featured Nikitin Dheer and Sathyaraj play supporting roles.,फिल्म में निकितिन धीर और सत्यराज ने भी सहायक भूमिकाएँ निभाईं।,4,4,0,4.0,फिल्म में निकितिन धीर और सत्यराज सहायक भूमिकाओं में हैं।,0.6666666666666666,0.5714285714285715,0.6666666666666666,1.2324151992797852
153,153,S154,Raaz recently joined the starcast of Vidya Balan's upcoming film Sherani.,राज हाल ही में विद्या बालन की अपकमिंग फिल्म शेरानी की स्टारकास्ट में शामिल हुए थे।,4,3,1,3.5,हाल ही में राज विद्या बालन की अपकमिंग फिल्म शेरानी में शामिल हुए हैं।,0.8666666666666666,0.5,0.0,1.255792260169983
154,154,S155,Rubel and Kohli have had a few run-ins in international cricket starting from the ICC World Cup 2011.,रुबेल और कोहली ने आईसीसी विश्व कप 2011 से अंतरराष्ट्रीय क्रिकेट में कुछ रन बनाए हैं।,3,3,0,3.0,रुबेल और कोहली ने आईसीसी विश्व कप 2011 से शुरू होने वाले अंतरराष्ट्रीय क्रिकेट में कुछ रन बनाए हैं।,0.9090909090909092,0.0,0.0,1.0438189506530762
155,155,S156,Actor Meera Chopra has become a target of abusive trolls after she unintentionally irked Telugu star Jr NTR's fans.,तेलुगु स्टार जूनियर एनटीआर के प्रशंसकों को अनजाने में चिढ़ाने के बाद अभिनेत्री मीरा चोपड़ा अपमानजनक ट्रोल का निशाना बन गई हैं।,4,4,0,4.0,अभिनेत्री मीरा चोपड़ा तेलुगू स्टार जूनियर एनटीआर के प्रशंसक बन गई हैं।,0.5882352941176471,0.2857142857142857,0.0,0.42592477798461914
156,156,S157,"I had been a batting coach 10 years ago, for 2-3 years then, it is a really tough job.","मैं 10 साल पहले बल्लेबाजी कोच रहा था, तब 2-3 साल तक यह वास्तव में कठिन काम था।",4,4,0,4.0,"मैं 10 साल पहले बल्लेबाजी कोच था, तब 2-3 साल के लिए, यह वास्तव में कठिन काम है।",0.8125,0.6666666666666666,0.0,1.0454323291778564
157,157,S158,Iranian officials have warned the US against any attempt to block the fuel delivery by Iranian tankers to Venezuela.,ईरानी अधिकारियों ने वेनेजुएला को ईरानी टैंकरों द्वारा ईंधन वितरण को रोकने के किसी भी प्रयास के खिलाफ अमेरिका को चेतावनी दी है।,4,4,0,4.0,ईरानी अधिकारियों ने वेनेजुएला को ईरानी टैंकरों द्वारा ईंधन आपूर्ति को रोकने के किसी भी प्रयास के खिलाफ अमेरिका को चेतावनी दी है।,0.9565217391304348,1.0,0.0,1.2833168506622314
158,158,S159,"The coronavirus pandemic has infected more than 41,01,641 and killed over 2,80,435 people across the world.","कोरोनावायरस महामारी ने 41,01,641 से अधिक को संक्रमित किया है और दुनिया भर में 2,80,435 से अधिक लोग मारे गए हैं।",4,3,1,3.5,"कोरोना वायरस से दुनिया भर में 41,01,641 लोग संक्रमित हुए हैं और 2,80,435 लोगों की मौत हुई है।",0.5142857142857142,0.588235294117647,0.857142857142857,0.8052526116371155
159,159,S160,Over 60 per cent bidders are in favour of India's victory.,60 फीसदी से ज्यादा बोली लगाने वाले भारत की जीत के पक्ष में हैं।,4,4,0,4.0,60 प्रतिशत से अधिक बोली भारत की जीत के पक्ष में है।,0.6666666666666667,0.7499999999999999,0.0,1.191370964050293
160,160,S161,Bollywood newcomer Rashmika Mandanna will share screen space with Hindi screen icon Amitabh Bachchan in the film Goodbye.,बॉलीवुड की नवागंतुक रश्मिका मंदाना फिल्म अलविदा में हिंदी स्क्रीन आइकन अमिताभ बच्चन के साथ स्क्रीन स्पेस साझा करेंगी।,2,4,-2,3.0,बॉलीवुड अभिनेत्री रश्मिका मंदाना फिल्म अलविदा में अमिताभ बच्चन के साथ स्क्रीन स्पेस साझा करेंगी।,0.8235294117647058,0.0,0.0,0.8554272055625916
161,161,S162,"Rishi and Ritu are no more.On May 2, 1988, Raj Kapoor was conferred with Dadasaheb Phalke Award.","ऋषि और रितु नहीं रहे। 2 मई, 1988 को राज कपूर को दादा साहब फाल्के पुरस्कार से सम्मानित किया गया।",3,4,-1,3.5,2 मई 1988 को राज कपूर को दादा साहब फाल्के पुरस्कार से सम्मानित किया गया।,0.8387096774193548,0.0,0.0,0.9410261511802673
162,162,S163,"Anushka looked super cheerful on the sets and she was, in fact, thrilled to be back on the sets.",अनुष्का सेट पर बेहद खुशमिजाज लग रही थीं और वह वास्तव में सेट पर वापस आकर रोमांचित थीं।,4,4,0,4.0,अनुष्का सेट पर बेहद खुश नजर आईं और वह वास्तव में सेट पर वापस आकर रोमांचित थीं।,0.7999999999999999,0.2857142857142857,0.0,1.239917278289795
163,163,S164,Airtel has deployed advanced technologies that give its Platinum mobile customers preference on the network.,एयरटेल ने उन्नत तकनीकों को तैनात किया है जो उसके प्लेटिनम मोबाइल ग्राहकों को नेटवर्क पर वरीयता देती है।,4,4,0,4.0,एयरटेल ने उन्नत प्रौद्योगिकियों को तैनात किया है जो नेटवर्क पर अपने प्लैटिनम मोबाइल ग्राहकों को प्राथमिकता देते हैं।,0.6842105263157895,0.8333333333333334,1.0,0.9167073369026184
164,164,S165,"Ethanol is also the kind of alcohol found in alcoholic beverages, though its production is illegal in Iran.","इथेनॉल भी मादक पेय पदार्थों में पाया जाने वाला एक प्रकार का अल्कोहल है, हालांकि ईरान में इसका उत्पादन अवैध है।",3,4,-1,3.5,"इथेनॉल मादक पेय पदार्थों में पाया जाने वाला एक प्रकार का अल्कोहल भी है, हालांकि ईरान में इसका उत्पादन अवैध है।",1.0,0.0,0.0,1.314092993736267
165,165,S166,"Singer Keith Urban says his wife and actor Nicole Kidman has been a ""huge influence"" on his creativity.","गायक कीथ अर्बन का कहना है कि उनकी पत्नी और अभिनेता निकोल किडमैन का उनकी रचनात्मकता पर ""बहुत बड़ा प्रभाव"" रहा है।",4,4,0,4.0,गायक कीथ अर्बन का कहना है कि उनकी रचनात्मकता पर उनकी पत्नी निकोल किडल का बहुत बड़ा प्रभाव रहा है।,0.9047619047619048,0.0,0.0,1.1135116815567017
166,166,S167,The Telangana government on Tuesday has imposed a night curfew in the wake of mounting Covid-19 case counts.,तेलंगाना सरकार ने मंगलवार को बढ़ते कोविड -19 मामलों की गिनती के मद्देनजर रात का कर्फ्यू लगा दिया है।,4,4,0,4.0,तेलंगाना सरकार ने कोविड-19 के बढ़ते मामलों के मद्देनजर मंगलवार को रात का कर्फ्यू लगाया है।,0.823529411764706,0.6666666666666666,0.0,0.8103116750717163
167,167,S168,"Javid Faisal, spokesman for the National Security Council's office, made the announcement.",राष्ट्रीय सुरक्षा परिषद के कार्यालय के प्रवक्ता जाविद फैसल ने यह घोषणा की।,4,4,0,4.0,राष्ट्रीय सुरक्षा परिषद के प्रवक्ता जाविद फैसल ने इसकी घोषणा की।,0.8333333333333333,0.5,0.0,1.265921950340271
168,168,S169,Trump tweeted after protesters outraged by the death of a black man in police custody torched a police station.,पुलिस हिरासत में एक अश्वेत व्यक्ति की मौत से आक्रोशित प्रदर्शनकारियों द्वारा एक पुलिस थाने में आग लगाने के बाद ट्रंप ने ट्वीट किया।,2,4,-2,3.0,ट्रंप ने ट्वीट किया कि पुलिस हिरासत में एक अश्वेत व्यक्ति की मौत से नाराज प्रदर्शनकारियों ने एक पुलिस स्टेशन को आग लगा दी।,0.7083333333333334,0.42857142857142855,0.5,0.6825379729270935
169,169,S170,FC Schalke 04 have parted ways with head coach David Wagner with immediate effect.,एफसी शाल्के 04 ने तत्काल प्रभाव से मुख्य कोच डेविड वैगनर के साथ अपने रास्ते अलग कर लिए हैं।,3,4,-1,3.5,एफसी शाल्के 04 ने मुख्य कोच डेविड वैगनर के साथ तत्काल प्रभाव से अलग हो गए हैं।,0.823529411764706,0.3333333333333333,0.5,0.9482250213623047
170,170,S171,"Dhoni, into his arsenal and his performance with the ball was just as impressive.","धोनी, अपने शस्त्रागार में और गेंद के साथ उनका प्रदर्शन उतना ही प्रभावशाली था।",2,4,-2,3.0,धोनी अपने आर्सेनल में और गेंद के साथ उनका प्रदर्शन उतना ही प्रभावशाली था।,0.9285714285714286,0.0,0.0,1.032177448272705
171,171,S172,The state government had issued strict guidelines to contain the surging Covid cases.,राज्य सरकार ने बढ़ते कोविड मामलों को रोकने के लिए सख्त दिशा-निर्देश जारी किए थे।,4,4,0,4.0,राज्य सरकार ने कोविड के बढ़ते मामलों को रोकने के लिए सख्त दिशानिर्देश जारी किए हैं।,0.9032258064516128,0.6666666666666666,0.0,1.2613110542297363
172,172,S173,The 2019 World Cup will be held in England and Wales starting May 30.,2019 विश्व कप इंग्लैंड और वेल्स में 30 मई से शुरू होगा।,4,4,0,4.0,वर्ल्ड कप 2019 इंग्लैंड और वेल्स में खेला जाएगा।,0.5555555555555556,0.5,0.5,0.9811237454414368
